,player_id,last_season,current_club_id,country_of_birth,country_of_citizenship,date_of_birth,position,sub_position,foot,height_in_cm,agent_name,domestic_competition_id,goals,assists,minutes_played,yellow_cards,red_cards,total_appearance,market_value_usd
7337,7337,2021.0,6574.0,Italy,Italy,1997-05-26,Defender,Centre-Back,Right,186.0,TMP SOCCER srl ,IT1,0,0,5198.0,5,0,63,3321000.0
8383,8383,2021.0,3725.0,Bosnia-Herzegovina,Bosnia-Herzegovina,1997-05-05,Defender,Right-Back,Right,174.0,GP3 MT Sports Management,RU1,0,0,1211.0,4,0,18,774900.0
968,968,2019.0,127.0,Germany,Germany,1988-01-22,Defender,Centre-Back,Right,192.0,EMD Sports GmbH,L1,1,4,3215.0,6,0,40,166050.0
11190,11190,2021.0,2282.0,Denmark,Denmark,1999-12-29,Midfield,Right Midfield,Left,187.0,MB Sports,BE1,32,16,,5,0,119,13284000.0
12647,12647,2021.0,3057.0,Belgium,Belgium,2003-04-22,Defender,Left-Back,Left,180.0,,BE1,0,0,670.0,1,0,8,553500.0
1505,1505,2020.0,41201.0,UdSSR,Russia,1982-09-18,Defender,Centre-Back,Right,188.0,ESA,RU1,6,8,6890.0,18,0,79,28290.0
7940,7940,2021.0,1177.0,Denmark,Denmark,1996-08-16,Midfield,Central Midfield,Right,,Nordic Sky,DK1,2,0,1414.0,4,0,24,276750.0
13560,13560,2021.0,589.0,Turkey,Turkey,2004-12-16,Midfield,Central Midfield,Right,182.0,,TR1,0,0,59.0,1,0,3,110700.0
982,982,2019.0,1085.0,Portugal,Portugal,1987-04-09,Defender,Right-Back,Right,170.0,Proeleven Gestão Desportiva,PO1,0,3,10088.0,29,1,122,55350.0
11706,11706,2021.0,826.0,Argentina,Argentina,1999-05-28,Defender,Centre-Back,Left,184.0,Dodici,FR1,3,0,4605.0,22,0,55,12177000.0
10057,10057,2021.0,2503.0,Uruguay,Uruguay,1994-01-14,Defender,Centre-Back,Left,190.0,Focus Soccer Agency,PO1,1,2,2744.0,13,0,31,885600.0
7899,7899,2021.0,232.0,Russia,Russia,1996-07-01,Attack,Right Winger,Left,180.0,,RU1,22,33,8400.0,24,0,134,5535000.0
1320,1320,2018.0,19771.0,Zaire,DR Congo,1988-11-14,Attack,Centre-Forward,Left,188.0,C_Life,TR1,6,3,1880.0,8,0,51,166050.0
6858,6858,2020.0,29228.0,Cameroon,Cameroon,1996-05-12,Midfield,Left Midfield,Right,,,BE1,6,11,5921.0,19,0,104,221400.0
5096,5096,2021.0,8024.0,Portugal,Portugal,1989-08-30,Attack,Right Winger,Right,180.0,Proeleven S.A.,PO1,14,16,,19,0,133,387450.0
10551,10551,2021.0,6574.0,Italy,Italy,1999-09-22,Midfield,Central Midfield,Right,184.0,Gr Sports,IT1,4,4,2994.0,6,0,39,22140000.0
9958,9958,2020.0,833.0,Germany,Turkey,2000-05-04,Defender,Centre-Back,Left,186.0,,TR1,0,0,124.0,0,0,3,55350.0
541,541,2021.0,46.0,Chile,Chile,1987-05-22,Midfield,Central Midfield,Right,180.0,Fernando Felicevich,IT1,45,37,20109.0,78,0,336,2214000.0
13064,13064,2021.0,1049.0,Guinea,Guinea,2003-01-19,Midfield,Central Midfield,Right,185.0,ROGON,ES1,1,4,1872.0,11,0,42,9963000.0
11111,11111,2019.0,2999.0,England,England,1998-11-20,Defender,Centre-Back,Right,183.0,Wasserman,SC1,0,0,2357.0,5,1,27,276750.0
3894,3894,2021.0,441.0,Nigeria,Nigeria,1992-10-01,Attack,Centre-Forward,Right,185.0,Starbridge Srl,GR1,2,2,2319.0,5,0,35,166050.0
13553,13553,2021.0,18303.0,Ukraine,Ukraine,2001-02-14,Goalkeeper,,Both,187.0,Trident Consulting,UKR1,0,0,180.0,0,0,2,110700.0
7236,7236,2016.0,458.0,Bulgaria,Bulgaria,1993-02-18,Midfield,Central Midfield,Both,190.0,,IT1,7,5,5296.0,14,0,77,1328400.0
13378,13378,2021.0,5724.0,,Denmark,2002-08-22,Attack,Second Striker,Right,176.0,Pro Athletes,DK1,0,0,23.0,0,0,3,55350.0
13626,13626,2021.0,826.0,Mayotte,France,2000-08-14,Defender,Left-Back,Left,173.0,PSM,FR1,0,0,818.0,1,0,20,1660500.0
1827,1827,2017.0,2288.0,England,England,1988-11-17,Defender,Right-Back,Right,181.0,CAA Base Ltd,GB1,1,6,9370.0,10,3,116,885600.0
241,241,2021.0,370.0,England,England,1987-10-06,Goalkeeper,,Right,198.0,CAA Base Ltd,SC1,0,1,21281.0,9,0,237,442800.0
8586,8586,2017.0,681.0,Spain,Spain,1996-11-20,Attack,Right Winger,Left,179.0,Miguel Pedrajo,ES1,0,0,137.0,0,0,11,387450.0
4616,4616,2015.0,979.0,Brazil,Brazil,1987-06-15,Attack,Left Winger,Right,170.0,,PO1,0,1,661.0,3,0,18,166050.0
5955,5955,2019.0,2999.0,England,England,1990-08-23,Defender,Left-Back,Left,180.0,Ignite Soccer Agency,SC1,0,0,1040.0,1,0,18,83640.0
1341,1341,2021.0,417.0,France,France,1989-11-08,Midfield,Defensive Midfield,,186.0,Team Spirit Football Consult.,FR1,6,4,14573.0,47,1,212,3874500.0
12926,12926,2019.0,475.0,Belgium,Belgium,2000-01-24,Attack,Attacking Midfield,Right,0.0,Eyeconic Sports Management Ltd,BE1,1,0,436.0,1,0,6,166050.0
4501,4501,2017.0,1269.0,Poland,Poland,1993-09-08,Attack,Centre-Forward,Both,191.0,Forza Sports Group,NL1,11,3,1776.0,2,0,44,553500.0
6273,6273,2018.0,7378.0,Brazil,Brazil,1992-11-18,Defender,Left-Back,Right,182.0,Forza Carreira Esportiva,PO1,0,0,165.0,2,0,3,110700.0
4056,4056,2021.0,65.0,Norway,Norway,1993-07-15,Attack,Centre-Forward,Right,187.0,Unique Sports Group,L1,2,1,1488.0,2,0,32,1107000.0
4253,4253,2021.0,940.0,Argentina,Argentina,1987-05-08,Goalkeeper,,Right,191.0,Fernando Felicevich,ES1,0,0,3510.0,1,0,39,1107000.0
11200,11200,2021.0,499.0,Netherlands,Netherlands,1999-11-29,Midfield,Central Midfield,Left,175.0,Louis Laros,NL1,3,1,1745.0,2,0,54,442800.0
1998,1998,2021.0,331.0,Spain,Spain,1988-01-18,Midfield,Central Midfield,Left,178.0,IDUB GLOBAL,ES1,4,1,3398.0,9,0,63,664200.0
13698,13698,2020.0,833.0,Turkey,Turkey,2004-03-30,Attack,Attacking Midfield,,0.0,DS GLOBAL SPORT MANAGEMENT,TR1,0,0,1.0,0,0,1,55350.0
4325,4325,2021.0,1083.0,Ukraine,Russia,1993-08-09,Goalkeeper,,Right,191.0,prosm,RU1,0,0,3003.0,0,0,34,774900.0
12858,12858,2021.0,306.0,Netherlands,Nigeria,2000-01-20,Defender,Right-Back,Right,175.0,Rondo Football,NL1,0,1,608.0,1,0,16,166050.0
2706,2706,2021.0,338.0,UdSSR,Ukraine,1988-01-29,Goalkeeper,,Right,197.0,ProStar,UKR1,0,0,12828.0,8,0,142,1107000.0
2744,2744,2016.0,3008.0,Norway,Norway,1990-02-14,Attack,Centre-Forward,Right,183.0,,GB1,4,0,1614.0,1,0,28,719550.0
9990,9990,2018.0,1096.0,France,Madagascar,1994-04-22,Attack,Attacking Midfield,,178.0,,BE1,0,0,91.0,0,0,3,110700.0
10445,10445,2021.0,1091.0,Greece,Greece,2000-02-22,Defender,Right-Back,Right,178.0,CAA Base Ltd,GR1,3,0,,6,1,50,1660500.0
6779,6779,2019.0,28095.0,Russia,Russia,1996-08-08,Midfield,Central Midfield,Right,178.0,APS,RU1,0,0,2274.0,11,0,39,332100.0
12033,12033,2021.0,180.0,England,England,2002-11-12,Defender,Right-Back,Right,173.0,Wasserman,GB1,1,2,2210.0,2,0,29,27675000.0
8129,8129,2019.0,28095.0,Luxembourg,Luxembourg,1996-12-17,Attack,Attacking Midfield,Right,176.0,PROhorizons Group,RU1,5,6,5062.0,15,0,73,1992600.0
5286,5286,2017.0,468.0,Belgium,Belgium,1992-09-18,Attack,Right Winger,Left,178.0,FLTW,NL1,13,13,3923.0,9,1,66,498150.0
5522,5522,2018.0,2671.0,Greece,Greece,1991-11-07,Defender,Right-Back,Right,173.0,BELLATORsports,GR1,3,12,7831.0,21,1,110,221400.0
6405,6405,2014.0,3302.0,Spain,Spain,1992-09-23,Attack,Right Winger,Left,169.0,JV SPORTS SL,ES1,0,0,87.0,1,0,2,885600.0
10394,10394,2021.0,2503.0,Croatia,Croatia,1998-03-04,Attack,Centre-Forward,Right,190.0,UT s.r.o,PO1,13,7,3523.0,15,0,52,5535000.0
8417,8417,2021.0,7775.0,Turkey,Turkey,1994-05-11,Defender,Right-Back,Right,180.0,One Touch Sports Management,TR1,0,3,,1,0,19,360390.0
3757,3757,2021.0,1301.0,Portugal,Portugal,1987-04-14,Attack,Right Winger,Right,177.0,Proeleven S.A.,PO1,19,33,15161.0,62,2,231,110700.0
6082,6082,2014.0,6993.0,Ukraine,Ukraine,1994-03-30,Midfield,Defensive Midfield,Right,178.0,,UKR1,0,0,133.0,0,0,4,83640.0
11525,11525,2020.0,41201.0,Russia,Russia,1999-09-09,Midfield,Central Midfield,Right,175.0,E&H Sportmarketing,RU1,0,1,1086.0,5,0,19,387450.0
12759,12759,2021.0,533.0,United States,United States,2000-03-28,Defender,Centre-Back,Both,188.0,,L1,1,3,2890.0,3,0,44,8302500.0
3675,3675,2015.0,8024.0,Uruguay,Uruguay,1989-01-24,Defender,Right-Back,Right,175.0,CMR SPORTS & BUSINESS,PO1,0,0,234.0,1,0,7,83640.0
7434,7434,2019.0,989.0,England,England,1997-09-14,Attack,Centre-Forward,Right,186.0,,GB1,12,4,4768.0,2,0,97,15498000.0
4629,4629,2019.0,371.0,Switzerland,Austria,1992-01-25,Defender,Right-Back,Right,181.0,Soccer Mondial AG,SC1,0,9,6150.0,16,0,77,664200.0
11232,11232,2021.0,2282.0,Belgium,Belgium,2001-03-10,Attack,Attacking Midfield,Left,192.0,A-GROUP,BE1,20,15,6799.0,6,0,98,33210000.0
4506,4506,2021.0,720.0,Portugal,Portugal,1991-11-16,Goalkeeper,,Right,183.0,MNM Sports Management,PO1,0,1,14011.0,12,0,156,1660500.0
7728,7728,2021.0,969.0,Bosnia-Herzegovina,Serbia,1995-10-31,Defender,Left-Back,Left,180.0,AC Talent,FR1,2,8,5680.0,9,1,100,3874500.0
12719,12719,2021.0,80.0,Germany,Germany,2002-11-23,Attack,Centre-Forward,,180.0,CN Sports,L1,0,0,1.0,0,0,1,221400.0
11054,11054,2021.0,1177.0,Denmark,Denmark,1999-01-04,Attack,Centre-Forward,Right,187.0,Elite Consulting,DK1,5,2,848.0,1,0,21,166050.0
12673,12673,2019.0,2441.0,Greece,Greece,2000-10-29,Defender,Right-Back,Right,173.0,SpoCoNet,GR1,0,0,60.0,0,0,2,138990.0
5479,5479,2021.0,354.0,Belgium,Netherlands,1995-03-14,Defender,Right-Back,Right,185.0,Eleven Plus,BE1,8,16,12056.0,27,2,154,1992600.0
5656,5656,2017.0,86.0,Portugal,Switzerland,1996-01-11,Defender,Left-Back,Left,183.0,Soccer Mondial AG,L1,0,1,1253.0,4,0,23,3321000.0
826,826,2018.0,368.0,Argentina,Argentina,1987-03-18,Defender,Right-Back,Right,181.0,Hernan Berman,ES1,6,5,9452.0,42,0,117,553500.0
4044,4044,2018.0,3426.0,,Denmark,1990-05-06,Defender,Right-Back,Right,186.0,,DK1,3,5,2783.0,1,0,35,221400.0
12047,12047,2021.0,16.0,England,United States,2002-11-13,Attack,Attacking Midfield,Right,185.0,Wasserman,L1,10,11,3755.0,5,0,77,46494000.0
482,482,2021.0,6574.0,Italy,Italy,1987-01-27,Goalkeeper,,Right,189.0,PDP s.r.l.  Pasqualin D’Amico Partners,IT1,0,0,26961.0,14,3,301,2214000.0
12308,12308,2019.0,1123.0,England,England,2001-09-02,Midfield,Central Midfield,Right,179.0,Wasserman,GB1,0,0,90.0,0,0,1,221400.0
10354,10354,2021.0,172.0,,Belgium,1997-04-11,Defender,Right-Back,Right,183.0,Sidi Traore,BE1,2,5,5646.0,15,0,72,1107000.0
4096,4096,2019.0,683.0,Spain,Spain,1990-07-12,Attack,Centre-Forward,Right,180.0,MESAS SPORT,GR1,28,10,9275.0,13,0,155,553500.0
10604,10604,2019.0,368.0,Spain,Spain,1998-03-23,Midfield,Defensive Midfield,Right,185.0,RR-Soccer Management Agency,ES1,0,0,90.0,0,0,1,553500.0
3002,3002,2016.0,683.0,Ecuador,Ecuador,1987-07-08,Defender,Right-Back,Right,178.0,CRD Sport,GR1,0,0,1395.0,1,0,24,387450.0
6216,6216,2021.0,331.0,Spain,Spain,1993-07-14,Attack,Left Winger,Left,171.0,Toldra Consulting S.L.,ES1,14,17,10064.0,18,0,161,8856000.0
6354,6354,2018.0,2553.0,Ireland,Ireland,1996-04-24,Midfield,Central Midfield,Right,171.0,Platinum One Group,SC1,4,3,,5,0,33,553500.0
3399,3399,2021.0,1090.0,Netherlands,Netherlands,1993-04-02,Goalkeeper,,Left,192.0,SEG,NL1,0,0,453.0,0,0,6,471090.0
3844,3844,2021.0,410.0,Spain,Spain,1994-03-13,Attack,Left Winger,Right,177.0,Goal Management,IT1,43,43,14129.0,24,0,224,11070000.0
618,618,2016.0,641.0,United States,United States,1984-09-09,Goalkeeper,,Left,193.0,YMU Group,GB1,0,0,6780.0,4,0,75,221400.0
11558,11558,2018.0,940.0,Nigeria,Nigeria,1996-10-25,Attack,Centre-Forward,Right,,Jorge Llagostera Herrera,ES1,0,0,12.0,0,0,2,442800.0
12552,12552,2019.0,148.0,Ireland,Ireland,2002-02-04,Attack,Centre-Forward,Right,185.0,Unique Sports Group,GB1,0,0,72.0,0,0,3,3985200.0
563,563,2019.0,410.0,Austria,Austria,1987-06-21,Defender,Centre-Back,Right,194.0,Stars & Friends,IT1,6,2,8443.0,27,0,105,221400.0
9527,9527,2021.0,23826.0,France,France,1997-11-14,Attack,Attacking Midfield,Right,175.0,Pini Zahavi,L1,56,49,,12,0,195,71955000.0
10239,10239,2018.0,3336.0,Libya,Libya,1994-02-12,Attack,Left Winger,,169.0,NPlayers SA,PO1,3,2,,4,0,48,1217700.0
10378,10378,2021.0,19789.0,Nigeria,Nigeria,1997-04-19,Midfield,Defensive Midfield,Right,170.0,PG SPORTS 99,TR1,1,4,7200.0,16,0,108,1107000.0
4251,4251,2017.0,6992.0,Ukraine,Ukraine,1992-07-19,Defender,Centre-Back,Right,183.0,,UKR1,0,0,2902.0,9,0,34,166050.0
12520,12520,2021.0,6912.0,Cote d'Ivoire,Cote d'Ivoire,1996-11-06,Defender,Centre-Back,Right,188.0,10Management,PO1,1,0,1440.0,1,0,19,442800.0
8505,8505,2021.0,148.0,Wales,Wales,1997-10-22,Defender,Centre-Back,Right,192.0,ICM Stellar Sports,GB1,0,0,910.0,0,0,17,8856000.0
10020,10020,2016.0,1091.0,Greece,Greece,1996-02-02,Defender,Centre-Back,Right,184.0,,GR1,0,0,225.0,1,0,3,276750.0
8432,8432,2018.0,631.0,Brazil,Brazil,1996-03-13,Attack,Attacking Midfield,Right,177.0,Bertolucci Sports,GB1,9,3,2846.0,1,0,65,2767500.0
1580,1580,2016.0,2672.0,France,Cote d'Ivoire,1988-03-18,Midfield,Central Midfield,Right,173.0,XV Sport Consultancy,GR1,1,3,3430.0,7,1,51,387450.0
13242,13242,2020.0,23611.0,Cote d'Ivoire,Cote d'Ivoire,1999-01-10,Midfield,Defensive Midfield,Right,184.0,Dmitriy Seluk,UKR1,0,0,101.0,3,0,2,110700.0
8452,8452,2021.0,1003.0,Nigeria,Nigeria,1996-10-03,Attack,Centre-Forward,Left,185.0,ICM Stellar Sports,GB1,53,32,,14,0,206,22140000.0
13353,13353,2021.0,1075.0,Portugal,Portugal,2003-07-07,Midfield,Left Midfield,Right,175.0,MC Striker,PO1,0,1,1176.0,0,0,23,3321000.0
6627,6627,2016.0,192.0,France,France,1996-01-19,Attack,Attacking Midfield,Right,,Invicti Group ,NL1,0,0,22.0,0,0,2,1107000.0
13201,13201,2021.0,3368.0,Spain,Spain,2000-06-08,Attack,Left Winger,Right,184.0,ABADSPORT,ES1,0,3,979.0,2,0,31,1107000.0
5285,5285,2019.0,41231.0,UdSSR,Russia,1991-11-26,Midfield,Central Midfield,Right,184.0,,RU1,1,0,1394.0,4,0,23,774900.0
1070,1070,2018.0,1245.0,Germany,Germany,1988-04-02,Defender,Right-Back,Right,177.0,Sportagentur Lokurlu ,BE1,0,1,360.0,0,0,4,166050.0
4644,4644,2017.0,441.0,Greece,Greece,1988-09-11,Defender,Left-Back,Left,174.0,Dr. Oliver Wendt,GR1,0,0,348.0,0,0,5,221400.0
7841,7841,2019.0,1421.0,France,Congo,1995-02-19,Midfield,Defensive Midfield,Right,181.0,FS Management,FR1,0,2,1217.0,1,0,21,498150.0
2024,2024,2017.0,173.0,Sweden,Sweden,1990-01-27,Attack,Centre-Forward,Right,192.0,JS Management AB,DK1,12,6,6530.0,4,0,100,332100.0
7937,7937,2016.0,3691.0,Russia,Russia,1996-02-14,Defender,Centre-Back,Right,192.0,,RU1,0,0,783.0,4,0,10,194340.0
3132,3132,2017.0,40426.0,Brazil,Brazil,1989-09-04,Attack,Attacking Midfield,Both,178.0,CG sports,RU1,0,0,890.0,0,0,17,166050.0
12839,12839,2021.0,3522.0,Colombia,Colombia,1998-11-14,Attack,Right Winger,Left,178.0,GG11 s.r.l.,IT1,5,4,3778.0,13,1,72,3653100.0
13229,13229,2021.0,7775.0,Turkey,Turkey,2001-01-12,Defender,Left-Back,Left,180.0,FOOTALENT,TR1,0,0,258.0,1,0,7,332100.0
7378,7378,2021.0,3205.0,Turkey,Turkey,1994-09-20,Attack,Left Winger,Right,180.0,MEC Management,TR1,2,0,961.0,2,0,24,498150.0
13745,13745,2020.0,833.0,Turkey,Turkey,2001-06-18,Midfield,Defensive Midfield,,0.0,,TR1,0,0,1.0,0,0,1,55350.0
9263,9263,2014.0,2424.0,Portugal,Portugal,1994-03-24,Defender,Right-Back,Right,179.0,Goodman Sports,PO1,0,0,696.0,3,0,10,885600.0
7108,7108,2021.0,141.0,Turkey,Turkey,1996-03-22,Attack,Right Winger,Right,188.0,Cenk Melih Yazıcı,TR1,14,10,5621.0,11,0,113,692490.0
8897,8897,2019.0,18105.0,Ukraine,Ukraine,1995-01-04,Midfield,Left Midfield,,178.0,Maksym Karagodin,UKR1,7,6,6439.0,17,0,98,332100.0
4274,4274,2020.0,4603.0,Yugoslavia (Republic),Serbia,1992-07-28,Attack,Attacking Midfield,Left,183.0,Sport Assist di Petar Strugar,GR1,11,2,7679.0,32,0,101,553500.0
2921,2921,2016.0,19771.0,Jugoslawien (SFR),Montenegro,1988-08-07,Attack,Right Winger,Right,188.0,INTERNATIONAL SPORTS OFFICE,TR1,1,0,512.0,1,0,14,166050.0
4652,4652,2018.0,506.0,Italy,Italy,1992-05-26,Attack,Centre-Forward,Right,182.0,Branchini Associati S.p.A.,IT1,0,1,154.0,0,0,2,3321000.0
8519,8519,2016.0,2700.0,Ukraine,Russia,1995-02-14,Midfield,Central Midfield,Right,191.0,,RU1,1,1,774.0,0,0,17,166050.0
8704,8704,2015.0,2503.0,Brazil,Brazil,1995-04-29,Attack,Centre-Forward,,187.0,,PO1,0,0,49.0,0,0,2,332100.0
9846,9846,2016.0,2671.0,Greece,Greece,1998-03-21,Midfield,Defensive Midfield,Right,185.0,TOP Agency,GR1,0,0,27.0,0,0,2,276750.0
11473,11473,2021.0,3725.0,Cote d'Ivoire,Burkina Faso,1997-12-12,Attack,Centre-Forward,Right,190.0,Dmitriy Seluk,RU1,14,5,,9,0,66,1107000.0
3461,3461,2016.0,7179.0,Colombia,Colombia,1991-11-24,Attack,Centre-Forward,Right,184.0,A2SPORTSMANAGEMENT S.A.S,PO1,8,2,2287.0,4,0,43,110700.0
5753,5753,2019.0,989.0,England,England,1995-12-08,Attack,Right Winger,Right,176.0,PowerHause SG,GB1,9,12,7371.0,4,0,143,442800.0
12339,12339,2021.0,2696.0,Russia,Russia,1999-01-05,Goalkeeper,,Right,189.0,,RU1,0,0,450.0,0,0,5,332100.0
6256,6256,2016.0,3426.0,Georgia,Georgia,1995-06-27,Defender,Right-Back,Right,186.0,FootballGoal.eu,DK1,0,0,600.0,3,1,7,553500.0
6542,6542,2018.0,2722.0,Croatia,Croatia,1996-07-15,Defender,Centre-Back,,195.0,MVP United,IT1,1,0,910.0,2,0,18,830250.0
5830,5830,2019.0,2477.0,Romania,Portugal,1995-01-26,Attack,Centre-Forward,Right,181.0,Fetama Sports Management,UKR1,5,2,1673.0,8,0,29,249690.0
10545,10545,2021.0,380.0,Italy,Italy,1999-05-03,Defender,Centre-Back,Left,191.0,Gea World,IT1,0,0,423.0,1,0,6,442800.0
490,490,2015.0,2671.0,Jugoslawien (SFR),Serbia,1985-02-16,Attack,Centre-Forward,Right,174.0,Star Management Signings Ltd.,GR1,12,16,4627.0,5,0,63,55350.0
3379,3379,2021.0,10484.0,Turkey,Turkey,1991-11-24,Defender,Left-Back,Left,187.0,,TR1,2,10,9995.0,26,1,126,110700.0
7193,7193,2019.0,2861.0,Belgium,Turkey,1997-11-14,Midfield,Defensive Midfield,Right,185.0,TBA SPORTS GROUP,BE1,1,1,386.0,2,0,14,110700.0
7636,7636,2021.0,235.0,Netherlands,Netherlands,1994-10-29,Defender,Centre-Back,Left,189.0,ESA,NL1,0,0,1782.0,4,1,28,194340.0
7204,7204,2021.0,403.0,Germany,Germany,1998-04-11,Attack,Attacking Midfield,Right,178.0,Wasserman,NL1,4,8,2852.0,6,0,50,664200.0
3601,3601,2021.0,610.0,Netherlands,Morocco,1993-03-09,Attack,Attacking Midfield,Both,175.0,ICM Stellar Sports,NL1,39,27,8350.0,19,0,136,3321000.0
7145,7145,2021.0,1108.0,Spain,Spain,1994-11-09,Defender,Left-Back,Left,182.0,Miguel Pedrajo,ES1,0,1,474.0,0,0,7,664200.0
651,651,2018.0,2423.0,Portugal,Portugal,1982-12-06,Goalkeeper,,Right,192.0,,PO1,0,0,598.0,1,0,7,28290.0
4928,4928,2019.0,2420.0,Portugal,Portugal,1993-02-04,Defender,Centre-Back,Right,186.0,,PO1,5,3,11480.0,24,1,130,885600.0
2096,2096,2017.0,354.0,Colombia,Colombia,1990-03-05,Defender,Centre-Back,,187.0,COMUNIGOAL,BE1,3,0,819.0,1,0,10,885600.0
9010,9010,2016.0,458.0,Hungary,Hungary,1996-02-21,Attack,Centre-Forward,Right,196.0,Stars & Friends,IT1,2,3,1069.0,4,0,28,442800.0
2712,2712,2019.0,18105.0,UdSSR,Ukraine,1990-02-22,Defender,Right-Back,Both,180.0,,UKR1,0,2,8388.0,24,0,98,276750.0
4041,4041,2021.0,607.0,Italy,Italy,1995-03-24,Goalkeeper,,Right,195.0,PLAYER MANAGEMENT SRL,IT1,0,0,924.0,2,0,12,774900.0
6378,6378,2019.0,28095.0,Slovenia,Slovenia,1993-11-12,Attack,Centre-Forward,,184.0,Sports Consulting Management L,RU1,7,2,2801.0,7,0,52,387450.0
916,916,2017.0,1506.0,Romania,Romania,1987-02-18,Midfield,Left Midfield,Right,177.0,Ioan Becali,TR1,3,2,4068.0,17,0,58,221400.0
2599,2599,2016.0,1177.0,Denmark,Denmark,1990-03-23,Attack,Centre-Forward,Right,193.0,Loevel/Lund,DK1,7,1,1100.0,1,0,28,608850.0
602,602,2019.0,1025.0,Argentina,Argentina,1982-02-05,Attack,Centre-Forward,Right,176.0,GG11 s.r.l.,IT1,37,33,15094.0,34,0,223,442800.0
4153,4153,2021.0,237.0,Spain,Spain,1988-06-06,Attack,Attacking Midfield,Right,178.0,PROTIO SPORT,ES1,8,9,6166.0,14,0,78,1328400.0
269,269,2021.0,1531.0,Spain,Spain,1986-10-02,Goalkeeper,,Right,190.0,CONTROL ORIENTADO,ES1,0,1,8966.0,8,1,100,774900.0
2043,2043,2021.0,1091.0,Portugal,Portugal,1991-08-08,Attack,Centre-Forward,Right,186.0,Promoesport,GR1,22,11,4148.0,10,0,71,1660500.0
10689,10689,2020.0,2999.0,England,England,1998-04-13,Midfield,Defensive Midfield,Right,191.0,366 Group,SC1,3,2,3601.0,8,0,48,360390.0
6291,6291,2018.0,642.0,Netherlands,Netherlands,1994-02-09,Goalkeeper,,,189.0,Forza Sports Group,NL1,0,0,8488.0,1,0,95,498150.0
7968,7968,2020.0,33.0,Germany,Germany,1997-03-25,Defender,Centre-Back,Right,190.0,KL Sportsbase,L1,0,0,2242.0,1,0,33,498150.0
6830,6830,2015.0,2420.0,Colombia,Colombia,1991-09-15,Attack,Attacking Midfield,Left,,CFA Sports,PO1,0,0,356.0,2,0,8,442800.0
5589,5589,2021.0,8024.0,Argentina,Argentina,1993-08-19,Midfield,Central Midfield,Left,183.0,SoccerSoul,PO1,8,5,2303.0,13,0,40,553500.0
10234,10234,2021.0,3057.0,Belgium,Morocco,1996-11-15,Attack,Attacking Midfield,Right,186.0,ICM Stellar Sports,BE1,33,16,8620.0,34,1,122,5535000.0
